FIPS,state,county,Th1_Lower Coverage and Higher Refusal Rates,Th2_Lack of Access to Infomation,Th2_Socio-economically disadvantaged,Th3_Low Healthcare System Capacity,Th3_Weak Healthcare System,Th4_Barriers due to cost,Th4_Barriers due to Transportation,Th5_Lack of Designated Medical Home,Th5_Lack of Routine Care Visits
01001,Alabama,Autauga County,0.419611589,0.170646291,0.359439669,0.682266794,0.744030564,0.660936008,0.320280166,0.756128621,0.736389685
01003,Alabama,Baldwin County,0.228589621,0.154091054,0.228589621,0.243234639,0.312639287,0.740528494,0.11779688,0.690544413,0.58834766
01005,Alabama,Barbour County,0.505571474,0.970709965,0.971665075,0.556829035,0.594715059,0.842406877,0.946513849,0.789875836,0.447309774
01007,Alabama,Bibb County,0.41006049,0.827443489,0.870423432,0.125756129,0.680674944,0.818210761,0.64501751,0.787965616,0.715058898
01009,Alabama,Blount County,0.440305635,0.850366125,0.522445081,0.923272843,0.544730977,0.82139446,0.267749124,0.735752945,0.783190067
01011,Alabama,Bullock County,0.556829035,0.911493155,0.946832219,0.214581344,0.624641834,0.844953836,0.956701687,0.901623687,0.438395415
01013,Alabama,Butler County,0.521171601,0.865329513,0.951607768,0.464820121,0.806431073,0.728748806,0.817255651,0.794014645,0.47309774
01015,Alabama,Calhoun County,0.455587393,0.504934734,0.785737026,0.087870105,0.702642471,0.76727157,0.519898122,0.744985673,0.602037568
01017,Alabama,Chambers County,0.361986628,0.845908946,0.906717606,0.624960204,0.628462273,0.800382044,0.793059535,0.70646291,0.416746259
01019,Alabama,Cherokee County,0.303406558,0.771728749,0.58739255,0.540592168,0.691499522,0.723336517,0.340974212,0.724609997,0.756765361
01021,Alabama,Chilton County,0.46864056,0.900986947,0.740210124,0.791786055,0.430436167,0.886660299,0.438077046,0.775549188,0.774275708
01023,Alabama,Choctaw County,0.554918816,0.734797835,0.952244508,0.397325692,0.632282713,0.800382044,0.915950334,0.759949061,0.438395415
01025,Alabama,Clarke County,0.566061764,0.857370264,0.983444763,0.326647564,0.52913085,0.778732888,0.861827443,0.800700414,0.480101878
01027,Alabama,Clay County,0.374721426,0.546004457,0.745940783,0.304043298,0.661254378,0.800382044,0.402419612,0.759949061,0.700413881
01029,Alabama,Cleburne County,0.371856097,0.690544413,0.568608723,0.902578797,0.59089462,0.874243871,0.438077046,0.770455269,0.82553327
01031,Alabama,Coffee County,0.29608405,0.323463865,0.389684814,0.418656479,0.506526584,0.783826807,0.593441579,0.770455269,0.652976759
01033,Alabama,Colbert County,0.198344476,0.662846227,0.689907673,0.044253422,0.76345113,0.665074817,0.524355301,0.669850366,0.501114295
01035,Alabama,Conecuh County,0.524673671,0.82457816,0.93950971,0.519898122,0.813435212,0.88220312,0.728430436,0.770455269,0.434574976
01037,Alabama,Coosa County,0.458134352,0.666985037,0.785418656,0.896211398,0.558739255,0.694683222,0.251830627,0.687679083,0.447309774
01039,Alabama,Covington County,0.487424387,0.602355938,0.702642471,0.404966571,0.811206622,0.833174148,0.505571474,0.753263292,0.700413881
01041,Alabama,Crenshaw County,0.440942375,0.944921999,0.691817892,0.421840178,0.783190067,0.728748806,0.728430436,0.787965616,0.652976759
01043,Alabama,Cullman County,0.274753263,0.562559694,0.535179879,0.064629099,0.728748806,0.833174148,0.224769182,0.70646291,0.730022286
01045,Alabama,Dale County,0.427252467,0.497930595,0.64692773,0.868513212,0.546959567,0.853868195,0.423750398,0.783826807,0.676217765
01047,Alabama,Dallas County,0.52722063,0.695956702,0.990130532,0.066539319,0.802292264,0.833174148,0.986628462,0.731614136,0.365488698
01049,Alabama,DeKalb County,0.396688953,0.852276345,0.781598217,0.35211716,0.692773002,0.905444126,0.476918179,0.759949061,0.774275708
01051,Alabama,Elmore County,0.460999682,0.216491563,0.269022604,0.668895256,0.661254378,0.671442216,0.340974212,0.770455269,0.715058898
01053,Alabama,Escambia County,0.538681948,0.88315823,0.928048392,0.2913085,0.788920726,0.915950334,0.456542502,0.865647883,0.676217765
01055,Alabama,Etowah County,0.397325692,0.496020376,0.811206622,0.05635148,0.769181789,0.814071952,0.539955428,0.693091372,0.546322827
01057,Alabama,Fayette County,0.375039796,0.611270296,0.782871697,0.049347342,0.621139764,0.676217765,0.817255651,0.747851003,0.715058898
01059,Alabama,Franklin County,0.425023878,0.987265202,0.735752945,0.304361668,0.806112703,0.856415154,0.423750398,0.862145813,0.844635466
01061,Alabama,Geneva County,0.407831901,0.741165234,0.755173512,0.661891117,0.701368991,0.8802929,0.622731614,0.682903534,0.602037568
01063,Alabama,Greene County,0.536134989,0.895893028,0.99904489,0.582935371,0.681311684,0.88411334,0.994587711,0.709646609,0.35020694
01065,Alabama,Hale County,0.494110156,0.732250876,0.986628462,0.616682585,0.70837313,0.76727157,0.94014645,0.714740528,0.379815345
01067,Alabama,Henry County,0.430436167,0.285259472,0.565425024,0.737344795,0.489652977,0.783826807,0.660617638,0.673034066,0.438395415
01069,Alabama,Houston County,0.420885068,0.575612862,0.652658389,0.023241006,0.519261382,0.808659663,0.64501751,0.735752945,0.520216492
01071,Alabama,Jackson County,0.275071633,0.678127985,0.695956702,0.327284304,0.64438077,0.76727157,0.298631009,0.680356574,0.641833811
01073,Alabama,Jefferson County,0.300222859,0.319006686,0.543457498,0.045526902,0.475644699,0.752626552,0.759312321,0.738618274,0.438395415
01075,Alabama,Lamar County,0.41228908,0.727475326,0.790512576,0.241961159,0.666985037,0.814071952,0.738618274,0.731614136,0.676217765
01077,Alabama,Lauderdale County,0.199936326,0.630372493,0.485195798,0.159503343,0.611588666,0.744030564,0.660617638,0.693091372,0.58834766
01079,Alabama,Lawrence County,0.321872015,0.785737026,0.749761223,0.567335244,0.732250876,0.746259153,0.593441579,0.722063037,0.652976759
01081,Alabama,Lee County,0.449538364,0.211716014,0.508755174,0.541547278,0.465138491,0.684813754,0.320280166,0.88124801,0.82298631
01083,Alabama,Limestone County,0.287806431,0.149633875,0.278573703,0.582935371,0.602992677,0.774275708,0.130531678,0.76663483,0.76472461
01085,Alabama,Lowndes County,0.373447947,0.808341293,0.992359121,0.874243871,0.745622413,0.736071315,0.976122254,0.724609997,0.361349889
01087,Alabama,Macon County,0.565425024,0.696593442,0.962432346,0.496975486,0.611270296,0.673989175,0.974212034,0.789875836,0.356574339
01089,Alabama,Madison County,0.301496339,0.096784464,0.196752627,0.1165234,0.495383636,0.710601719,0.264247055,0.76663483,0.58834766
01091,Alabama,Marengo County,0.500159185,0.858643744,0.920089144,0.524036931,0.548551417,0.736071315,0.952244508,0.789875836,0.421840178
01093,Alabama,Marion County,0.473734479,0.877745941,0.699777141,0.668258516,0.804839223,0.728748806,0.593441579,0.744985673,0.774275708
01095,Alabama,Marshall County,0.281439032,0.643744031,0.603311047,0.23527539,0.695319962,0.874243871,0.364533588,0.747851003,0.745304043
01097,Alabama,Mobile County,0.231136581,0.560649475,0.806112703,0.108882521,0.739573384,0.838586437,0.592486469,0.753263292,0.487424387
01099,Alabama,Monroe County,0.567016874,0.840496657,0.980261063,0.569563833,0.595988539,0.844953836,0.958611907,0.800700414,0.494746896
01101,Alabama,Montgomery County,0.288124801,0.379496975,0.744348933,0.121617319,0.667940146,0.790512576,0.689270933,0.82266794,0.421840178
01103,Alabama,Morgan County,0.255332697,0.667621777,0.435530086,0.210442534,0.70741802,0.774275708,0.438077046,0.747851003,0.676217765
01105,Alabama,Perry County,0.601719198,0.907672716,0.961795606,0.433619866,0.775230818,0.757083731,0.979942693,0.834129258,0.393823623
01107,Alabama,Pickens County,0.417382999,0.728112066,0.932823941,0.268704234,0.662527857,0.746259153,0.948105699,0.775549188,0.465775231
01109,Alabama,Pike County,0.489971347,0.982808023,0.742120344,0.246418338,0.58930277,0.778732888,0.751034702,0.82585164,0.571792423
01111,Alabama,Randolph County,0.461636422,0.742438714,0.676217765,0.537726839,0.484559058,0.746259153,0.695956702,0.76663483,0.641833811
01113,Alabama,Russell County,0.387456224,0.665711557,0.818847501,0.908309456,0.452085323,0.850047755,0.88315823,0.76663483,0.47309774
01115,Alabama,St. Clair County,0.318051576,0.316778096,0.395733843,0.70805476,0.626870423,0.717287488,0.153454314,0.740846864,0.783190067
01117,Alabama,Shelby County,0.382680675,0.05858007,0.035339064,0.17828717,0.439032155,0.616045845,0.109837631,0.770455269,0.783190067
01119,Alabama,Sumter County,0.618274435,0.972938555,0.928366762,0.845590576,0.726838586,0.878064311,0.961158867,0.857051894,0.387137854
01121,Alabama,Talladega County,0.490289717,0.58739255,0.907991086,0.632919452,0.673670805,0.757083731,0.838268067,0.724609997,0.487424387
01123,Alabama,Tallapoosa County,0.437121936,0.568927093,0.791149316,0.247373448,0.440942375,0.70423432,0.847500796,0.693091372,0.456542502
01125,Alabama,Tuscaloosa County,0.419293219,0.267112385,0.596625279,0.186564788,0.673989175,0.665074817,0.503661254,0.852276345,0.715058898
01127,Alabama,Walker County,0.417064629,0.631964343,0.760267431,0.028971665,0.736389685,0.859598854,0.505571474,0.682903534,0.664438077
01129,Alabama,Washington County,0.496338746,0.872652022,0.947150589,0.843680357,0.427889207,0.76313276,0.298631009,0.817574021,0.652976759
01131,Alabama,Wilcox County,0.917542184,0.964979306,0.996179561,0.365170328,0.665393187,0.827125119,0.991404011,0.817574021,0.380770455
01133,Alabama,Winston County,0.41451767,0.907354346,0.659344158,0.250875517,0.812798472,0.874243871,0.489016237,0.744985673,0.808022923
02013,Alaska,Aleutians East Borough,0.964660936,0.76345113,0.557147405,0.462591531,0.00286533,0.814708691,0.996179561,0.936644381,0.9417383
02016,Alaska,Aleutians West Census Area,0.967844635,0.53104107,0.246418338,0.224450812,0.00286533,0.770455269,0.989175422,0.935052531,0.953199618
02020,Alaska,Anchorage Municipality,0.789239096,0.110792741,0.229544731,0.422158548,0.007640879,0.640560331,0.376950016,0.926774912,0.907035976
02050,Alaska,Bethel Census Area,0.99840815,0.659662528,0.960522127,0.111747851,0.010506208,0.794651385,0.99904489,0.937917861,0.915313594
02060,Alaska,Bristol Bay Borough,0.886978669,0.143903216,0.284622732,0.105380452,0.00031837,0.794969755,0.974848774,0.933460681,0.917860554
02068,Alaska,Denali Borough,0.954154728,0.00127348,0.301496339,0.727793696,0.00286533,0.783508437,0.172874881,0.923272843,0.937599491
02070,Alaska,Dillingham Census Area,0.99713467,0.569245463,0.656160458,0.047755492,0.066220949,0.797198344,0.99777141,0.935689271,0.910219675
02090,Alaska,Fairbanks North Star Borough,0.899713467,0.039796243,0.155364534,0.628462273,0,0.591212989,0.358802929,0.930595352,0.931232092
02100,Alaska,Haines Borough,0.978987584,0.047755492,0.41451767,0.133078637,0.00127348,0.702005731,0.64501751,0.913721745,0.893027698
02105,Alaska,Hoonah-Angoon Census Area,0.937599491,0.798153454,0.601400828,0.183381089,0.00286533,0.805475963,0.99713467,0.930595352,0.88124801
02110,Alaska,Juneau City and Borough,0.791786055,0.070359758,0.133715377,0.29290035,0.00095511,0.614772365,0.644062401,0.923591213,0.900350207
02122,Alaska,Kenai Peninsula Borough,0.828398599,0.075453677,0.398280802,0.215218083,0.179560649,0.749761223,0.660617638,0.923909583,0.923591213
02130,Alaska,Ketchikan Gateway Borough,0.76599809,0.281120662,0.369309137,0.205666985,0.009551098,0.651066539,0.82425979,0.919452404,0.896211398
02150,Alaska,Kodiak Island Borough,0.959248647,0.357529449,0.141992996,0.139764406,0.00191022,0.76567972,0.94301178,0.929640242,0.918497294
02158,Alaska,Kusilvak Census Area,0.950652658,0.843361987,0.99872652,0.517351162,0.00286533,0.793377905,1,0.930276982,0.918178924
02164,Alaska,Lake and Peninsula Borough,0.969754855,0.52658389,0.909582935,0.329831264,0.00286533,0.811843362,0.99840815,0.935370901,0.915313594
02170,Alaska,Matanuska-Susitna Borough,0.945877109,0.028971665,0.35530086,0.816300541,0.00286533,0.734797835,0.098057943,0.921680993,0.923591213
02180,Alaska,Nome Census Area,0.99936326,0.401146132,0.872970392,0.140719516,0.071314868,0.796879975,0.99936326,0.937281121,0.923591213
02185,Alaska,North Slope Borough,0.974212034,0.767908309,0.419929959,0.875835721,0.00286533,0.784463547,0.99808978,0.936007641,0.944921999
02188,Alaska,Northwest Arctic Borough,0.975803884,0.543775868,0.929958612,0.167780961,0.00286533,0.806431073,0.99968163,0.93823623,0.925819803
02195,Alaska,Petersburg Borough,0.937599491,0.337472143,0.276663483,0.095829354,0.00286533,0.581343521,0.992040751,0.925183063,0.910856415
02198,Alaska,Prince of Wales-Hyder Census Area,0.955109838,0.396370583,0.82266794,0.078637377,0.00286533,0.805475963,0.953199618,0.933779051,0.907354346
02220,Alaska,Sitka City and Borough,0.986946832,0.159821713,0.187838268,0.05603311,0.027379815,0.754855142,0.854504935,0.929321872,0.920725883
02230,Alaska,Skagway Municipality,0.950652658,0.00191022,0.29258198,0.110474371,0.00286533,0.779369628,0.927411652,0.924546323,0.94205667
02240,Alaska,Southeast Fairbanks Census Area,0.950652658,0.747532633,0.379815345,0.435211716,0.00063674,0.76440624,0.340974212,0.928048392,0.933779051
02261,Alaska,Valdez-Cordova Census Area,0.950652658,0.025469596,0.217446673,0.284941102,0.00286533,0.789239096,0.70614454,0.927093282,0.930276982
02275,Alaska,Wrangell City and Borough,0.915631964,0.526265521,0.524036931,0.185609678,0.00286533,0.785737026,0.979942693,0.916905444,0.88124801
02282,Alaska,Yakutat City and Borough,0.955746578,0.698822031,0.421203438,0.52944922,0.00286533,0.804839223,0.978350844,0.934097421,0.915313594
02290,Alaska,Yukon-Koyukuk Census Area,0.961158867,0.988538682,0.985354982,0.388092964,0.00159185,0.808341293,0.99872652,0.934734161,0.889207259
04001,Arizona,Apache County,0.99777141,1,0.996497931,0.855460045,0.9417383,0.82457816,0.978350844,0.993950971,0.944285259
04003,Arizona,Cochise County,0.995224451,0.623368354,0.663482967,0.427889207,0.803565743,0.523718561,0.524355301,0.967844635,0.929640242
04005,Arizona,Coconino County,0.99745304,0.462273161,0.618274435,0.324100605,0.716332378,0.657115568,0.23241006,0.990767272,0.971665075
04007,Arizona,Gila County,0.985673352,0.949697549,0.850366125,0.688315823,0.773638968,0.610951926,0.593441579,0.873925501,0.843043617
04009,Arizona,Graham County,0.988538682,0.571155683,0.820120981,0.667303407,0.754218402,0.490608087,0.593441579,0.991404011,0.973893664
04011,Arizona,Greenlee County,0.829672079,0.271569564,0.546959567,0.753263292,0.802292264,0.35339064,0.051575931,0.987583572,0.970391595
04012,Arizona,La Paz County,0.981216173,0.976440624,0.936644381,0.722381407,0.82171283,0.745940783,0.738618274,0.886660299,0.834765998
04013,Arizona,Maricopa County,0.978350844,0.210124164,0.407513531,0.483285578,0.768863419,0.634829672,0.335561923,0.981852913,0.964342566
04015,Arizona,Mohave County,0.958611907,0.546959567,0.890799109,0.552690226,0.853868195,0.566061764,0.437121936,0.838268067,0.865011143
04017,Arizona,Navajo County,0.987265202,0.985991722,0.975485514,0.696593442,0.790512576,0.714740528,0.923272843,0.983444763,0.910219675
04019,Arizona,Pima County,0.979624323,0.285259472,0.595670169,0.365170328,0.76249602,0.579114932,0.620503025,0.976122254,0.944285259
04021,Arizona,Pinal County,0.993950971,0.264565425,0.577523082,0.927093282,0.754218402,0.562241324,0.283030882,0.981216173,0.960840497
04023,Arizona,Santa Cruz County,0.88443171,0.889843999,0.949379179,0.8834766,0.740528494,0.618911175,0.456542502,0.991722381,0.952881248
04025,Arizona,Yavapai County,0.971983445,0.35116205,0.453358803,0.581343521,0.70805476,0.603947787,0.199299586,0.810888252,0.853868195
04027,Arizona,Yuma County,0.808978032,0.70773639,0.958930277,0.848455906,0.792422795,0.699777141,0.395733843,0.990130532,0.956383317
05001,Arkansas,Arkansas County,0.560649475,0.615727475,0.660936008,0.297357529,0.551735116,0.556510665,0.854823305,0.64692773,0.625596944
05003,Arkansas,Ashley County,0.514485833,0.905762496,0.919134034,0.3527539,0.700095511,0.595351799,0.717287488,0.657433938,0.630690863
05005,Arkansas,Baxter County,0.139446036,0.548233047,0.488697867,0.415154409,0.576886342,0.47309774,0.23782235,0.464820121,0.481056988
05007,Arkansas,Benton County,0.251512257,0.634192932,0.107609042,0.70646291,0.245463228,0.641833811,0.067176059,0.668576886,0.779369628
05009,Arkansas,Boone County,0.251830627,0.042661573,0.492199936,0.41197071,0.347023241,0.560967845,0.505571474,0.503024514,0.609678446
05011,Arkansas,Bradley County,0.338745622,0.893664438,0.87997453,0.168417701,0.554282076,0.728112066,0.847500796,0.701368991,0.609678446
05013,Arkansas,Calhoun County,0.372492837,0.829672079,0.684813754,0.656478828,0.366125438,0.661254378,0.64501751,0.543457498,0.542502388
05015,Arkansas,Carroll County,0.285259472,0.925501433,0.569882203,0.70391595,0.247691818,0.733205985,0.476918179,0.612543776,0.699140401
05017,Arkansas,Chicot County,0.534224769,0.865011143,0.985036613,0.004457179,0.770455269,0.661254378,0.988857052,0.681311684,0.490608087
05019,Arkansas,Clark County,0.315504616,0.781916587,0.687997453,0.495383636,0.326329195,0.622094874,0.735752945,0.657433938,0.617319325
05021,Arkansas,Clay County,0.433619866,0.609360076,0.737981535,0.148360395,0.505253104,0.544094238,0.907991086,0.571792423,0.699140401
05023,Arkansas,Cleburne County,0.381407195,0.278892073,0.651066539,0.454950653,0.377268386,0.608404967,0.140719516,0.52849411,0.625596944
05025,Arkansas,Cleveland County,0.299267749,0.52817574,0.712830309,0.935370901,0.637376632,0.492518306,0.505571474,0.535498249,0.609678446
05027,Arkansas,Columbia County,0.457815982,0.835721108,0.892709328,0.284304362,0.536771729,0.567016874,0.524355301,0.603629417,0.512575613
05029,Arkansas,Conway County,0.467367081,0.803565743,0.754855142,0.838586437,0.35434575,0.556510665,0.578159822,0.641515441,0.718242598
05031,Arkansas,Craighead County,0.232091691,0.195160777,0.53231455,0.031836995,0.64851958,0.636103152,0.58962114,0.665074817,0.731295766
05033,Arkansas,Crawford County,0.242279529,0.726201847,0.64820121,0.891754218,0.466093601,0.604902897,0.340974212,0.584208851,0.718242598
05035,Arkansas,Crittenden County,0.415472779,0.502069405,0.948105699,0.407195161,0.438713785,0.616364215,0.837312958,0.630690863,0.510028653
05037,Arkansas,Cross County,0.331423114,0.535179879,0.718879338,0.41388093,0.753581662,0.58866603,0.64501751,0.641515441,0.655523719
05039,Arkansas,Dallas County,0.392868513,0.718242598,0.856415154,0.719197708,0.500795925,0.544094238,0.919452404,0.616682585,0.501114295
05041,Arkansas,Desha County,0.545686087,0.971028335,0.968481375,0.307226998,0.777141038,0.533588029,0.990448902,0.681311684,0.522763451
05043,Arkansas,Drew County,0.47023241,0.257242916,0.720789557,0.171283031,0.76249602,0.492518306,0.738618274,0.711238459,0.688315823
05045,Arkansas,Faulkner County,0.356255969,0.071314868,0.429162687,0.444126074,0.375358166,0.636103152,0.380770455,0.701368991,0.832219039
05047,Arkansas,Franklin County,0.280802292,0.664119707,0.791786055,0.510665393,0.426297358,0.492518306,0.566061764,0.524355301,0.663164597
05049,Arkansas,Fulton County,0.378541866,0.904170646,0.678764725,0.023877746,0.666666667,0.768226679,0.364533588,0.506208214,0.609678446
05051,Arkansas,Garland County,0.163960522,0.41197071,0.758993951,0.06049029,0.446673034,0.7086915,0.70423432,0.497293855,0.522763451
05053,Arkansas,Grant County,0.205666985,0.183699459,0.361349889,0.960522127,0.434574976,0.451766953,0.092008914,0.535498249,0.711238459
05055,Arkansas,Greene County,0.277936963,0.222858962,0.584527221,0.339382362,0.736708055,0.58866603,0.476918179,0.550461636,0.718242598
05057,Arkansas,Hempstead County,0.363578478,0.787328876,0.852276345,0.536453359,0.625596944,0.652021649,0.504297994,0.609678446,0.525310411
05059,Arkansas,Hot Spring County,0.230499841,0.910538045,0.796243235,0.633556192,0.486150907,0.567016874,0.520853231,0.651384909,0.754218402
05061,Arkansas,Howard County,0.484559058,0.921362623,0.863100923,0.8252149,0.517669532,0.625278574,0.679401465,0.672397326,0.663164597
05063,Arkansas,Independence County,0.23241006,0.779051258,0.626233684,0.11588666,0.535179879,0.632601082,0.364533588,0.563196434,0.672078956
05065,Arkansas,Izard County,0.321872015,0.669531996,0.757402101,0.082139446,0.642788921,0.52944922,0.728430436,0.535498249,0.625596944
05067,Arkansas,Jackson County,0.2330468,0.592486469,0.9417383,0.306271888,0.711875199,0.58866603,0.489016237,0.672397326,0.737344795
05069,Arkansas,Jefferson County,0.329194524,0.716014008,0.937917861,0.274434893,0.617637695,0.556510665,0.937917861,0.630690863,0.474371219
05071,Arkansas,Johnson County,0.331423114,0.967526266,0.859598854,0.850047755,0.423432028,0.733205985,0.578159822,0.719197708,0.844317096
05073,Arkansas,Lafayette County,0.498885705,0.928048392,0.951926138,0.800382044,0.655842089,0.608404967,0.937917861,0.603629417,0.512575613
05075,Arkansas,Lawrence County,0.446354664,0.550461636,0.616682585,0.52913085,0.695001592,0.547596307,0.314867876,0.603629417,0.76345113
05077,Arkansas,Lee County,0.52944922,0.968163005,0.982171283,0.957656797,0.715058898,0.570200573,0.994269341,0.742120344,0.561286215
05079,Arkansas,Lincoln County,0.558420885,0.790512576,0.877109201,0.690862783,0.744667303,0.578478192,0.660617638,0.726520216,0.718242598
05081,Arkansas,Little River County,0.269022604,0.370900987,0.815345431,0.778096148,0.625915314,0.52944922,0.838268067,0.626233684,0.630690863
05083,Arkansas,Logan County,0.41037886,0.486150907,0.790830946,0.675581025,0.482967208,0.547596307,0.283030882,0.595988539,0.745622413
05085,Arkansas,Lonoke County,0.216809933,0.049028972,0.333333333,0.794014645,0.404966571,0.581980261,0.340974212,0.616682585,0.779369628
05087,Arkansas,Madison County,0.343839542,0.952244508,0.615727475,0.837312958,0.328557784,0.698185291,0.566061764,0.52849411,0.678127985
05089,Arkansas,Marion County,0.312639287,0.335243553,0.658070678,0.853231455,0.40910538,0.503661254,0.695956702,0.494110156,0.574657752
05091,Arkansas,Miller County,0.254377587,0.451448583,0.854186565,0.617000955,0.632601082,0.666985037,0.747214263,0.612543776,0.582617001
05093,Arkansas,Mississippi County,0.321235275,0.615090735,0.970073225,0.515440942,0.757720471,0.578478192,0.948105699,0.616682585,0.548869787
05095,Arkansas,Monroe County,0.570837313,0.769181789,0.950971028,0.244508118,0.533588029,0.641833811,0.976440624,0.609678446,0.506526584
05097,Arkansas,Montgomery County,0.421840178,0.963069086,0.848137536,0.58866603,0.435211716,0.693091372,0.320280166,0.52849411,0.625596944
05099,Arkansas,Nevada County,0.451766953,0.730340656,0.906080866,0.935689271,0.545367717,0.666985037,0.438077046,0.52849411,0.506526584
05101,Arkansas,Newton County,0.369945877,0.88252149,0.46800382,0.658707418,0.345113021,0.460362942,0.251830627,0.479783508,0.567016874
05103,Arkansas,Ouachita County,0.29226361,0.780643107,0.924546323,0.46768545,0.384590895,0.567016874,0.869149952,0.520853231,0.474052849
05105,Arkansas,Perry County,0.290035021,0.576886342,0.602992677,0.959885387,0.418019739,0.466411971,0.610951926,0.520853231,0.663164597
05107,Arkansas,Phillips County,0.506526584,0.632919452,0.991722381,0.107609042,0.757402101,0.616364215,0.993632601,0.576249602,0.461954791
05109,Arkansas,Pike County,0.455269023,0.875517351,0.667621777,0.716014008,0.513530723,0.652021649,0.380770455,0.64692773,0.76345113
05111,Arkansas,Poinsett County,0.29608405,0.476918179,0.779369628,0.534861509,0.731614136,0.742438714,0.610951926,0.535498249,0.64820121
05113,Arkansas,Polk County,0.433619866,0.870423432,0.843998727,0.069723018,0.532632919,0.7086915,0.566061764,0.584208851,0.678127985
05115,Arkansas,Pope County,0.208532315,0.673989175,0.614453996,0.499204075,0.503024514,0.625278574,0.524355301,0.655523719,0.768863419
05117,Arkansas,Prairie County,0.502706145,0.585163961,0.667940146,0.638013372,0.564469914,0.595351799,0.524355301,0.576249602,0.630690863
05119,Arkansas,Pulaski County,0.23814072,0.398599172,0.64533588,0.082139446,0.365488698,0.598217128,0.607768227,0.655523719,0.548869787
05121,Arkansas,Randolph County,0.441579115,0.76631646,0.724928367,0.40974212,0.657115568,0.575294492,0.423750398,0.591849729,0.737344795
05123,Arkansas,St. Francis County,0.304361668,0.624323464,0.986310092,0.574657752,0.578478192,0.625278574,0.983444763,0.685132124,0.522763451
05125,Arkansas,Saline County,0.194842407,0.078319007,0.141037886,0.735752945,0.4110156,0.519579752,0.320280166,0.558102515,0.678127985
05127,Arkansas,Scott County,0.414836039,0.985673352,0.76663483,0.533269659,0.549506527,0.685450493,0.930276982,0.641515441,0.76345113
05129,Arkansas,Searcy County,0.421840178,0.837949698,0.82330468,0.546004457,0.441579115,0.544094238,0.907991086,0.52849411,0.641515441
05131,Arkansas,Sebastian County,0.242279529,0.652976759,0.680356574,0.104425342,0.475963069,0.70487106,0.576567972,0.655523719,0.678127985
05133,Arkansas,Sevier County,0.40910538,0.788602356,0.857370264,0.457497612,0.550780006,0.860235594,0.320280166,0.806431073,0.861190704
05135,Arkansas,Sharp County,0.369945877,0.751989812,0.845590576,0.540592168,0.58930277,0.533588029,0.546322827,0.512893983,0.596306909
05137,Arkansas,Stone County,0.319961796,0.864374403,0.744667303,0.630054123,0.523081821,0.581980261,0.456542502,0.515440942,0.617319325
05139,Arkansas,Union County,0.357847819,0.937917861,0.846545686,0.258516396,0.408787011,0.580388411,0.456542502,0.550461636,0.510028653
05141,Arkansas,Van Buren County,0.325055715,0.550143266,0.76599809,0.29576568,0.332696593,0.673352436,0.728430436,0.535498249,0.630690863
05143,Arkansas,Washington County,0.281120662,0.425342248,0.419929959,0.193250557,0.283349252,0.751034702,0.397007323,0.753900032,0.855778415
05145,Arkansas,White County,0.200573066,0.375676536,0.58707418,0.122572429,0.653295129,0.613180516,0.70614454,0.619547915,0.737344795
05147,Arkansas,Woodruff County,0.517987902,0.82107609,0.913085005,0.074180197,0.690544413,0.519579752,0.956701687,0.595988539,0.553645336
05149,Arkansas,Yell County,0.360713149,0.954791468,0.728430436,0.643744031,0.749124483,0.598217128,0.476918179,0.635466412,0.718242598
06001,California,Alameda County,0.744667303,0.208532315,0.315822986,0.517032792,0.205666985,0.132760267,0.659344158,0.897803247,0.981534543
06003,California,Alpine County,0.988857052,0.332059854,0.656478828,0.983444763,0.504934734,0.394141993,0.660617638,0.832855778,0.987583572
06005,California,Amador County,0.786055396,0.122572429,0.467367081,0.790830946,0.216491563,0.147405285,0.485514167,0.813116842,0.986310092
06007,California,Butte County,0.857051894,0.248965298,0.661254378,0.483285578,0.402419612,0.243871379,0.503024514,0.832855778,0.987901942
06009,California,Calaveras County,0.973575294,0.284941102,0.445399554,0.932187202,0.186564788,0.132760267,0.012734798,0.743393824,0.976440624
06011,California,Colusa County,0.88156638,0.506526584,0.794333015,0.725565107,0.311365807,0.437440306,0.578159822,0.980579433,0.99936326
06013,California,Contra Costa County,0.744985673,0.168099331,0.301496339,0.643744031,0.217446673,0.169054441,0.200573066,0.865011143,0.986310092
06015,California,Del Norte County,0.99968163,0.505571474,0.916587074,0.267430755,0.192613817,0.268704234,0.726201847,0.902260427,0.991085642
06017,California,El Dorado County,0.76727157,0.082457816,0.215218083,0.699140401,0.212671124,0.141674626,0.151862464,0.751353072,0.984718243
06019,California,Fresno County,0.82457816,0.484240688,0.854823305,0.46895893,0.272206304,0.361031519,0.643107291,0.970709965,0.993950971
06021,California,Glenn County,0.864056033,0.870105062,0.903533906,0.862782553,0.4141993,0.375994906,0.267749124,0.968163005,0.99840815
06023,California,Humboldt County,0.995542821,0.265520535,0.667303407,0.094237504,0.193568927,0.358484559,0.617956065,0.872970392,0.991722381
06025,California,Imperial County,0.813753582,0.636421522,0.965934416,0.794333015,0.242279529,0.348615091,0.838268067,0.981852913,0.996179561
06027,California,Inyo County,0.904170646,0.546641197,0.415154409,0.204393505,0.262655205,0.216491563,0.435211716,0.776504298,0.961158867
06029,California,Kern County,0.848455906,0.533588029,0.914995224,0.672397326,0.365807068,0.344157911,0.502387775,0.974848774,0.996816301
